id,journal_text,duration_min,sleep_hours,energy_level,stress_level,time_of_day,previous_day_mood,reflection_quality,emotional_state,intensity,cleaned_text,time_of_day_enc,reflection_quality_enc,previous_day_mood_enc,ambience_type_cafe,ambience_type_forest,ambience_type_mountain,ambience_type_ocean,ambience_type_rain,face_emotion_hint_calm_face,face_emotion_hint_happy_face,face_emotion_hint_neutral_face,face_emotion_hint_none,face_emotion_hint_tense_face,face_emotion_hint_tired_face,face_emotion_hint_unknown
196,During the session my mood shifted back and forth and I wasn't expecting that.,20,7.0,2,1,evening,neutral,conflicted,mixed,2,during the session my mood shifted back and forth and i wasnt expecting that,3,1,2,False,True,False,False,False,False,False,False,False,True,False,False
197,gradually i felt mentally drained even if only briefly.,12,4.0,2,3,evening,restless,clear,overwhelmed,5,gradually i felt mentally drained even if only briefly,3,2,4,True,False,False,False,False,False,False,True,False,False,False,False
198,at first i felt a little calmer but still distracted which surprised me.,15,6.0,2,3,evening,mixed,conflicted,mixed,1,at first i felt a little calmer but still distracted which surprised me,3,1,3,False,False,True,False,False,False,True,False,False,False,False,False
199,Strangely the tension eased a bit which surprised me.,15,8.0,4,4,evening,focused,vague,calm,4,strangely the tension eased a bit which surprised me,3,0,1,False,False,False,True,False,True,False,False,False,False,False,False
200,Gradually my mind became quiet even if only briefly.,18,4.0,1,2,evening,focused,vague,calm,3,gradually my mind became quiet even if only briefly,3,0,1,False,False,False,False,True,False,False,False,False,True,False,False
201,honestly my mind became quiet but it didn't last long.,18,6.0,1,4,morning,overwhelmed,clear,calm,3,honestly my mind became quiet but it didnt last long,1,2,5,False,True,False,False,False,False,False,False,False,False,False,True
202,Gradually I didn't notice strong emotions and I tried to notice it.,10,8.0,4,3,morning,overwhelmed,vague,neutral,5,gradually i didnt notice strong emotions and i tried to notice it,1,0,5,False,False,True,False,False,False,False,True,False,False,False,False
203,At first I couldn't relax much and I wasn't expecting that.,8,8.0,1,5,afternoon,restless,clear,overwhelmed,2,at first i couldnt relax much and i wasnt expecting that,2,2,4,True,False,False,False,False,False,False,False,True,False,False,False
204,During the session my thoughts felt lighter but it didn't last long.,10,7.0,4,5,night,mixed,conflicted,calm,5,during the session my thoughts felt lighter but it didnt last long,4,1,3,False,False,False,True,False,False,True,False,False,False,False,False
205,Strangely my thoughts were jumping around and I just observed it.,18,4.0,3,5,morning,restless,clear,restless,3,strangely my thoughts were jumping around and i just observed it,1,2,4,False,False,False,False,True,True,False,False,False,False,False,False
206,At first I felt distracted for a moment.,25,4.0,4,5,afternoon,restless,clear,restless,1,at first i felt distracted for a moment,2,2,4,False,True,False,False,False,False,True,False,False,False,False,False
207,For some reason everything still felt heavy even if only briefly.,15,8.0,5,5,afternoon,restless,vague,overwhelmed,4,for some reason everything still felt heavy even if only briefly,2,0,4,False,True,False,False,False,False,False,False,False,True,False,False
208,After a few minutes I kept thinking about other tasks and I just observed it.,12,8.0,2,3,morning,neutral,vague,restless,4,after a few minutes i kept thinking about other tasks and i just observed it,1,0,2,True,False,False,False,False,False,False,False,False,True,False,False
209,At first I could finally concentrate even if only briefly.,20,8.0,1,4,evening,calm,clear,focused,3,at first i could finally concentrate even if only briefly,3,2,0,True,False,False,False,False,False,False,True,False,False,False,False
210,by the end my mind felt crowded but it didn't last long.,25,8.0,5,1,evening,neutral,clear,overwhelmed,2,by the end my mind felt crowded but it didnt last long,3,2,2,False,False,False,True,False,False,False,False,False,False,True,False
211,Strangely I organized my ideas better which surprised me.,15,8.0,3,4,afternoon,neutral,clear,focused,3,strangely i organized my ideas better which surprised me,2,2,2,True,False,False,False,False,False,False,False,False,False,True,False
212,Honestly it helped slightly but not completely and I wasn't expecting that.,10,5.0,5,2,evening,calm,conflicted,mixed,1,honestly it helped slightly but not completely and i wasnt expecting that,3,1,0,True,False,False,False,False,False,False,False,False,True,False,False
213,"At first some moments felt peaceful, others not and I just observed it.",10,7.0,1,2,night,restless,clear,mixed,4,at first some moments felt peaceful others not and i just observed it,4,2,4,True,False,False,False,False,False,False,False,False,False,True,False
214,By teh end I didn't notice strong emotions and I just observed it.,25,6.0,2,2,morning,restless,conflicted,neutral,2,by teh end i didnt notice strong emotions and i just observed it,1,1,4,False,False,False,False,True,False,False,False,False,False,True,False
215,Honestly my mood shifted back and forth which surprised me.,10,8.0,5,5,night,calm,vague,mixed,1,honestly my mood shifted back and forth which surprised me,4,0,0,False,False,True,False,False,False,False,True,False,False,False,False
216,i noticed the tension eased a bit before moving on.,18,4.0,5,5,afternoon,mixed,clear,calm,5,i noticed the tension eased a bit before moving on,2,2,3,False,False,False,True,False,False,False,False,False,False,True,False
217,Gradually my thoughts were jumping around but it didn't last long.,8,8.0,5,5,morning,overwhelmed,conflicted,restless,4,gradually my thoughts were jumping around but it didnt last long,1,1,5,False,False,False,True,False,True,False,False,False,False,False,False
218,After a few minutes I kept thinking about other tasks and I just observed it.,25,8.0,3,2,morning,restless,clear,restless,4,after a few minutes i kept thinking about other tasks and i just observed it,1,2,4,False,False,False,False,True,False,False,False,True,False,False,False
219,Strangely I felt a little calmer but still distracted and I just observed it. ...,10,4.0,2,1,evening,restless,vague,mixed,3,strangely i felt a little calmer but still distracted and i just observed it,3,0,4,False,False,True,False,False,False,True,False,False,False,False,False
220,During the session things felt more peaceful which surprised me.,12,7.0,4,4,night,restless,conflicted,calm,4,during the session things felt more peaceful which surprised me,4,1,4,False,False,False,True,False,False,False,False,False,False,True,False
221,during the session my mind kept wandering and i tried to notice it.,18,6.0,3,1,morning,restless,vague,restless,5,during the session my mind kept wandering and i tried to notice it,1,0,4,True,False,False,False,False,False,False,False,False,True,False,False
222,Strangely it helped slightly but not completely though I'm not sure why.,18,7.0,3,1,morning,mixed,conflicted,mixed,2,strangely it helped slightly but not completely though im not sure why,1,1,3,False,False,True,False,False,False,False,False,False,True,False,False
223,gradually my mind became quiet which surprised me.,12,7.0,5,1,afternoon,mixed,vague,calm,4,gradually my mind became quiet which surprised me,2,0,3,False,False,False,True,False,False,False,False,False,True,False,False
224,Strangely the tension eased a bit though I'm not sure why.,8,4.0,2,4,night,neutral,conflicted,calm,4,strangely the tension eased a bit though im not sure why,4,1,2,True,False,False,False,False,False,False,False,False,True,False,False
225,during the session i organized my ideas better so i sat with that feeling.,20,7.0,1,3,evening,mixed,conflicted,focused,3,during the session i organized my ideas better so i sat with that feeling,3,1,3,True,False,False,False,False,False,False,False,False,False,False,True
226,Strangely I kept thinking about other tasks even if only briefly.,10,7.0,1,3,evening,overwhelmed,clear,restless,5,strangely i kept thinking about other tasks even if only briefly,3,2,5,False,False,False,True,False,False,True,False,False,False,False,False
227,During the session my mind became quiet before moving on.,8,5.0,3,1,night,overwhelmed,clear,calm,5,during the session my mind became quiet before moving on,4,2,5,False,True,False,False,False,False,False,False,False,True,False,False
228,Strangely I felt a little calmer but still distracted and I tried to notice it.,18,5.0,3,2,afternoon,restless,vague,mixed,5,strangely i felt a little calmer but still distracted and i tried to notice it,2,0,4,True,False,False,False,False,False,False,True,False,False,False,False
229,During the session I couldn't sit still mentally even if only briefly.,8,8.0,2,5,afternoon,focused,conflicted,restless,3,during the session i couldnt sit still mentally even if only briefly,2,1,1,False,True,False,False,False,False,False,False,True,False,False,False
230,After a few minutes nothing really changed which surprised me.,10,8.0,4,5,morning,overwhelmed,vague,neutral,3,after a few minutes nothing really changed which surprised me,1,0,5,False,True,False,False,False,False,True,False,False,False,False,False
231,i noticed teh pressure didn't really go away before moving on.,15,7.0,2,3,afternoon,restless,conflicted,overwhelmed,3,i noticed teh pressure didnt really go away before moving on,2,1,4,False,False,False,True,False,False,False,False,False,True,False,False
232,for some reason i felt mentally drained even if only briefly.,15,5.0,2,1,morning,restless,vague,overwhelmed,2,for some reason i felt mentally drained even if only briefly,1,0,4,False,False,False,True,False,False,True,False,False,False,False,False
233,Gradually I could finally concentrate so I sat with that feeling.,15,6.0,4,1,morning,overwhelmed,clear,focused,5,gradually i could finally concentrate so i sat with that feeling,1,2,5,False,False,False,False,True,False,False,True,False,False,False,False
234,After a few minutes I kept thinking about other tasks before moving on.,12,8.0,1,1,night,focused,vague,restless,4,after a few minutes i kept thinking about other tasks before moving on,4,0,1,False,True,False,False,False,False,False,False,True,False,False,False
235,I noticed my mind kept wandering for a moment.,15,8.0,4,5,evening,neutral,clear,restless,1,i noticed my mind kept wandering for a moment,3,2,2,False,True,False,False,False,True,False,False,False,False,False,False
236,For some reason I felt mentally drained though I'm not sure why.,18,4.0,1,1,afternoon,mixed,conflicted,overwhelmed,4,for some reason i felt mentally drained though im not sure why,2,1,3,False,False,False,False,True,False,False,False,False,False,True,False
237,At one point I started planning my day though I'm not sure why.,18,6.0,5,3,night,mixed,clear,focused,3,at one point i started planning my day though im not sure why,4,2,3,True,False,False,False,False,False,False,False,False,False,True,False
238,I noticed I felt distracted and I wasn't expecting that.,8,8.0,4,3,afternoon,mixed,vague,restless,2,i noticed i felt distracted and i wasnt expecting that,2,0,3,False,True,False,False,False,False,False,False,False,False,False,True
239,i noticed it felt like a normal moment so i sat with that feeling.,8,7.0,3,4,afternoon,overwhelmed,conflicted,neutral,5,i noticed it felt like a normal moment so i sat with that feeling,2,1,5,True,False,False,False,False,False,False,False,False,False,True,False
240,Strangely I felt mentally drained so I sat with that feeling.,15,6.0,2,4,evening,neutral,conflicted,overwhelmed,3,strangely i felt mentally drained so i sat with that feeling,3,1,2,False,True,False,False,False,False,False,False,True,False,False,False
241,By the end it felt like a normal moment and I wasn't expecting that.,12,6.0,2,4,evening,overwhelmed,vague,neutral,3,by the end it felt like a normal moment and i wasnt expecting that,3,0,5,False,False,True,False,False,False,False,False,True,False,False,False
242,At one point my mind became quiet and I tried to notice it.,12,4.0,3,1,evening,overwhelmed,vague,calm,2,at one point my mind became quiet and i tried to notice it,3,0,5,True,False,False,False,False,False,False,False,True,False,False,False
243,during the session my attention improved and i wasn't expecting that.,10,4.0,5,2,afternoon,calm,conflicted,focused,4,during the session my attention improved and i wasnt expecting that,2,1,0,True,False,False,False,False,False,False,False,False,True,False,False
244,After a few minutes the tension eased a bit but it didn't last long.,15,5.0,3,3,evening,mixed,clear,calm,5,after a few minutes the tension eased a bit but it didnt last long,3,2,3,False,False,False,True,False,False,False,False,False,False,False,True
245,After a few minutes I started planning my day and I tried to notice it.,25,7.0,4,2,evening,calm,conflicted,focused,5,after a few minutes i started planning my day and i tried to notice it,3,1,0,True,False,False,False,False,False,False,False,False,False,False,True
246,During the session my mind became quiet even if only briefly.,18,7.0,3,2,morning,restless,conflicted,calm,3,during the session my mind became quiet even if only briefly,1,1,4,False,False,False,False,True,False,False,False,False,False,True,False
247,"After a few minutes some moments felt peaceful, others not and I wasn't expecting that.",25,7.0,4,5,evening,calm,clear,mixed,2,after a few minutes some moments felt peaceful others not and i wasnt expecting that,3,2,0,False,False,False,True,False,True,False,False,False,False,False,False
248,By the end everything still felt heavy and I wasn't expecting that.,12,6.0,5,5,morning,restless,clear,overwhelmed,1,by the end everything still felt heavy and i wasnt expecting that,1,2,4,False,False,False,False,True,False,False,False,True,False,False,False
249,"Honestly some moments felt peaceful, others not but it didn't last long.",20,6.0,1,3,evening,neutral,vague,mixed,2,honestly some moments felt peaceful others not but it didnt last long,3,0,2,False,True,False,False,False,False,False,True,False,False,False,False
250,For some reason I couldn't relax much even if only briefly.,25,5.0,2,5,morning,neutral,vague,overwhelmed,1,for some reason i couldnt relax much even if only briefly,1,0,2,True,False,False,False,False,False,False,False,True,False,False,False
251,After a few minutes things felt ordinary even if only briefly.,25,8.0,4,1,afternoon,mixed,conflicted,neutral,4,after a few minutes things felt ordinary even if only briefly,2,1,3,False,True,False,False,False,True,False,False,False,False,False,False
252,Strangely teh tension eased a bit and I tried to notice it.,25,6.0,1,4,evening,calm,clear,calm,1,strangely teh tension eased a bit and i tried to notice it,3,2,0,False,False,True,False,False,False,True,False,False,False,False,False
253,At first I felt mentally drained which surprised me.,8,6.0,4,2,afternoon,mixed,vague,overwhelmed,3,at first i felt mentally drained which surprised me,2,0,3,False,False,False,False,True,False,False,False,True,False,False,False
254,I noticed I couldn't relax much and I just observed it.,20,6.0,1,2,night,neutral,clear,overwhelmed,1,i noticed i couldnt relax much and i just observed it,4,2,2,False,False,True,False,False,False,False,True,False,False,False,False
255,At one point my thoughts were jumping around even if only briefly.,10,6.0,2,1,morning,mixed,clear,restless,2,at one point my thoughts were jumping around even if only briefly,1,2,3,False,False,True,False,False,True,False,False,False,False,False,False
256,Gradually my breathing slowed down before moving on. ...,20,4.0,4,4,afternoon,neutral,clear,calm,5,gradually my breathing slowed down before moving on,2,2,2,False,True,False,False,False,True,False,False,False,False,False,False
257,Gradually I kept thinking about other tasks for a moment.,12,5.0,5,2,night,restless,conflicted,restless,2,gradually i kept thinking about other tasks for a moment,4,1,4,False,False,False,True,False,False,True,False,False,False,False,False
258,At one point it helped slightly but not completely which surprised me.,25,8.0,3,4,night,focused,conflicted,mixed,4,at one point it helped slightly but not completely which surprised me,4,1,1,False,False,True,False,False,False,False,True,False,False,False,False
259,During the session I started planning my day before moving on.,18,8.0,2,4,afternoon,restless,clear,focused,4,during the session i started planning my day before moving on,2,2,4,False,False,False,True,False,False,False,False,True,False,False,False
260,At one point I couldn't sit still mentally which surprised me.,25,4.0,2,5,afternoon,overwhelmed,vague,restless,1,at one point i couldnt sit still mentally which surprised me,2,0,5,False,True,False,False,False,False,False,False,False,True,False,False
261,At first I organized my ideas better so I sat with that feeling.,10,8.0,3,3,night,overwhelmed,vague,focused,3,at first i organized my ideas better so i sat with that feeling,4,0,5,False,False,False,True,False,False,False,False,False,True,False,False
262,Honestly my thoughts were jumping around and I just observed it.,12,5.0,3,3,night,calm,conflicted,restless,2,honestly my thoughts were jumping around and i just observed it,4,1,0,True,False,False,False,False,False,False,True,False,False,False,False
263,At one point the tension eased a bit for a moment.,10,7.0,5,2,night,neutral,vague,calm,3,at one point the tension eased a bit for a moment,4,0,2,False,False,False,False,True,False,False,False,True,False,False,False
264,honestly my mind felt crowded though i'm not sure why.,18,4.0,5,1,morning,mixed,clear,overwhelmed,4,honestly my mind felt crowded though im not sure why,1,2,3,False,False,True,False,False,False,False,False,False,False,False,True
265,At first I started planning my day which surprised me. ...,20,8.0,4,4,morning,calm,clear,focused,1,at first i started planning my day which surprised me,1,2,0,False,False,False,True,False,False,False,False,False,False,True,False
266,At one point the session passed quietly which surprised me.,10,4.0,1,5,afternoon,focused,vague,neutral,3,at one point the session passed quietly which surprised me,2,0,1,False,False,False,False,True,False,True,False,False,False,False,False
267,At first I kept thinking about other tasks and I tried to notice it.,12,4.0,1,1,night,overwhelmed,clear,restless,1,at first i kept thinking about other tasks and i tried to notice it,4,2,5,False,False,True,False,False,False,False,False,False,False,True,False
268,At first it helped slightly but not completely and I tried to notice it.,8,8.0,1,2,afternoon,mixed,vague,mixed,1,at first it helped slightly but not completely and i tried to notice it,2,0,3,False,False,False,True,False,False,False,False,False,False,True,False
269,at one point the tension eased a bit which surprised me. ...,10,8.0,2,4,morning,restless,conflicted,calm,4,at one point the tension eased a bit which surprised me,1,1,4,False,False,False,False,True,False,False,True,False,False,False,False
270,For some reason it helped slightly but not completely but it didn't last long. ...,20,6.0,1,1,night,focused,conflicted,mixed,5,for some reason it helped slightly but not completely but it didnt last long,4,1,1,True,False,False,False,False,False,False,False,False,True,False,False
271,For some reason nothing really changed and I wasn't expecting that.,18,7.0,4,2,night,calm,clear,neutral,1,for some reason nothing really changed and i wasnt expecting that,4,2,0,False,False,True,False,False,False,False,False,False,True,False,False
272,Strangely my mind became quiet but it didn't last long.,8,6.0,4,3,evening,calm,vague,calm,4,strangely my mind became quiet but it didnt last long,3,0,0,False,False,False,False,True,False,False,True,False,False,False,False
273,at one point i didn't notice strong emotions and i just observed it. ...,18,6.0,4,1,evening,overwhelmed,conflicted,neutral,5,at one point i didnt notice strong emotions and i just observed it,3,1,5,True,False,False,False,False,True,False,False,False,False,False,False
274,at one point i started planning my day and i tried to notice it.,10,4.0,2,4,evening,overwhelmed,vague,focused,3,at one point i started planning my day and i tried to notice it,3,0,5,True,False,False,False,False,True,False,False,False,False,False,False
275,Gradually my attention improved so I sat with that feeling. ...,15,6.0,5,4,evening,overwhelmed,conflicted,focused,2,gradually my attention improved so i sat with that feeling,3,1,5,False,False,True,False,False,False,False,False,True,False,False,False
276,Gradually I couldn't sit still mentally before moving on.,12,7.0,5,2,evening,overwhelmed,vague,restless,1,gradually i couldnt sit still mentally before moving on,3,0,5,False,False,False,False,True,False,False,False,False,False,True,False
277,Gradually things felt ordinary but it didn't last long.,15,5.0,4,3,morning,overwhelmed,conflicted,neutral,3,gradually things felt ordinary but it didnt last long,1,1,5,False,False,False,True,False,False,False,True,False,False,False,False
278,strangely i organized my ideas better and i tried to notice it.,15,8.0,5,4,morning,restless,conflicted,focused,1,strangely i organized my ideas better and i tried to notice it,1,1,4,False,False,False,False,True,False,True,False,False,False,False,False
279,for some reason my thoughts felt lighter for a moment.,15,6.0,4,1,morning,calm,conflicted,calm,5,for some reason my thoughts felt lighter for a moment,1,1,0,False,False,False,True,False,False,True,False,False,False,False,False
280,Gradually it felt like a normal moment before moving on.,20,8.0,2,3,morning,overwhelmed,clear,neutral,1,gradually it felt like a normal moment before moving on,1,2,5,True,False,False,False,False,False,False,False,False,False,True,False
281,"For some reason some moments felt peaceful, others not though I'm not sure why.",15,4.0,4,4,evening,calm,clear,mixed,1,for some reason some moments felt peaceful others not though im not sure why,3,2,0,False,False,False,True,False,False,False,False,True,False,False,False
282,strangely i couldn't sit still mentally even if only briefly.,15,5.0,4,2,afternoon,mixed,clear,restless,5,strangely i couldnt sit still mentally even if only briefly,2,2,3,False,True,False,False,False,False,False,False,False,False,True,False
283,gradually i organized my ideas better and i tried to notice it.,20,4.0,5,1,afternoon,restless,clear,focused,3,gradually i organized my ideas better and i tried to notice it,2,2,4,False,False,True,False,False,False,False,False,False,False,True,False
284,"At one point some moments felt peaceful, others not for a moment.",12,7.0,5,2,evening,neutral,clear,mixed,3,at one point some moments felt peaceful others not for a moment,3,2,2,False,False,True,False,False,False,False,False,True,False,False,False
285,During teh session my breathing slowed down but it didn't last long.,18,5.0,5,4,night,focused,conflicted,calm,2,during teh session my breathing slowed down but it didnt last long,4,1,1,False,False,False,True,False,False,True,False,False,False,False,False
286,honestly the session passed quietly but it didn't last long.,25,6.0,1,4,afternoon,focused,conflicted,neutral,4,honestly the session passed quietly but it didnt last long,2,1,1,False,False,False,True,False,False,True,False,False,False,False,False
287,i noticed i couldn't relax much before moving on.,10,6.0,1,3,afternoon,neutral,conflicted,overwhelmed,4,i noticed i couldnt relax much before moving on,2,1,2,False,False,True,False,False,False,False,False,False,False,True,False
288,At first things felt ordinary and I just observed it.,18,4.0,4,5,afternoon,overwhelmed,clear,neutral,3,at first things felt ordinary and i just observed it,2,2,5,True,False,False,False,False,False,False,False,True,False,False,False
289,During the session things felt more peaceful and I just observed it.,10,5.0,5,3,night,focused,clear,calm,1,during the session things felt more peaceful and i just observed it,4,2,1,False,False,True,False,False,False,False,True,False,False,False,False
290,At one point the session passed quietly for a moment.,12,8.0,3,5,morning,focused,clear,neutral,3,at one point the session passed quietly for a moment,1,2,1,False,False,False,False,True,False,False,False,False,False,True,False
291,Strangely I felt a little calmer but still distracted but it didn't last long.,20,7.0,4,2,evening,mixed,clear,mixed,1,strangely i felt a little calmer but still distracted but it didnt last long,3,2,3,False,False,False,True,False,False,False,False,False,False,True,False
292,During the session the pressure didn't really go away before moving on. ...,25,4.0,4,3,morning,neutral,clear,overwhelmed,4,during the session the pressure didnt really go away before moving on,1,2,2,True,False,False,False,False,False,False,False,False,False,True,False
293,During the session I kept thinking about other tasks even if only briefly.,12,4.0,1,1,night,calm,vague,restless,4,during the session i kept thinking about other tasks even if only briefly,4,0,0,False,False,False,False,True,False,False,True,False,False,False,False
294,by the end my thoughts felt lighter and i wasn't expecting that.,20,6.0,3,1,evening,mixed,clear,calm,4,by the end my thoughts felt lighter and i wasnt expecting that,3,2,3,False,False,True,False,False,False,False,True,False,False,False,False
295,By teh end it helped slightly but not completely and I just observed it.,10,8.0,2,5,night,calm,vague,mixed,1,by teh end it helped slightly but not completely and i just observed it,4,0,0,False,False,False,False,True,False,False,False,False,False,False,True
296,Honestly everything still felt heavy so I sat with that feeling.,12,6.0,3,2,night,focused,clear,overwhelmed,1,honestly everything still felt heavy so i sat with that feeling,4,2,1,False,False,False,True,False,False,False,False,True,False,False,False
297,After a few minutes things felt ordinary but it didn't last long.,10,7.0,5,4,afternoon,calm,clear,neutral,5,after a few minutes things felt ordinary but it didnt last long,2,2,0,True,False,False,False,False,False,False,True,False,False,False,False
298,For some reason it helped slightly but not completely though I'm not sure why.,10,8.0,5,5,evening,mixed,conflicted,mixed,3,for some reason it helped slightly but not completely though im not sure why,3,1,3,False,False,True,False,False,False,False,False,False,False,False,True
299,Gradually my attention improved so I sat with that feeling. ...,25,5.0,4,4,morning,focused,clear,focused,5,gradually my attention improved so i sat with that feeling,1,2,1,True,False,False,False,False,False,True,False,False,False,False,False
300,For some reason my thoughts felt lighter and I tried to notice it.,20,5.0,4,1,morning,neutral,vague,calm,2,for some reason my thoughts felt lighter and i tried to notice it,1,0,2,False,False,False,False,True,False,False,False,False,False,False,True
301,I noticed the tension eased a bit and I wasn't expecting that.,20,7.0,1,5,afternoon,restless,clear,calm,5,i noticed the tension eased a bit and i wasnt expecting that,2,2,4,False,True,False,False,False,False,False,False,False,False,False,True
302,At one point I could finally concentrate and I tried to notice it.,20,4.0,3,4,afternoon,calm,clear,focused,4,at one point i could finally concentrate and i tried to notice it,2,2,0,False,False,False,True,False,False,False,False,False,False,True,False
303,after a few minutes the session passed quietly but it didn't last long.,10,7.0,3,5,evening,focused,vague,neutral,1,after a few minutes the session passed quietly but it didnt last long,3,0,1,True,False,False,False,False,False,False,False,True,False,False,False
304,i noticed things felt more peaceful even if only briefly.,8,7.0,4,5,evening,calm,clear,calm,3,i noticed things felt more peaceful even if only briefly,3,2,0,False,False,False,False,True,False,True,False,False,False,False,False
305,At first my attention improved and I just observed it. ...,25,4.0,2,1,night,restless,clear,focused,1,at first my attention improved and i just observed it,4,2,4,False,False,False,False,True,False,False,True,False,False,False,False
306,By the end the session passed quietly so I sat with that feeling.,8,8.0,3,1,morning,focused,clear,neutral,4,by the end the session passed quietly so i sat with that feeling,1,2,1,False,False,True,False,False,False,True,False,False,False,False,False
307,during the session things felt more peaceful though i'm not sure why.,12,8.0,3,5,afternoon,overwhelmed,clear,calm,5,during the session things felt more peaceful though im not sure why,2,2,5,False,False,True,False,False,False,False,False,False,False,True,False
308,After a few minutes I organized my ideas better which surprised me.,8,6.0,1,4,evening,calm,vague,focused,4,after a few minutes i organized my ideas better which surprised me,3,0,0,False,False,False,True,False,False,False,True,False,False,False,False
309,During the session my breathing slowed down which surprised me.,20,6.0,4,1,morning,neutral,clear,calm,5,during the session my breathing slowed down which surprised me,1,2,2,False,False,False,True,False,False,False,False,False,False,True,False
310,I noticed it felt like a normal moment so I sat with that feeling.,15,6.0,3,4,evening,focused,clear,neutral,2,i noticed it felt like a normal moment so i sat with that feeling,3,2,1,False,True,False,False,False,False,False,False,False,False,False,True
311,Strangely nothing really changed but it didn't last long.,12,5.0,4,3,night,restless,clear,neutral,3,strangely nothing really changed but it didnt last long,4,2,4,False,True,False,False,False,True,False,False,False,False,False,False
312,after a few minutes i felt a little calmer but still distracted though i'm not sure why.,15,8.0,1,3,evening,focused,vague,mixed,4,after a few minutes i felt a little calmer but still distracted though im not sure why,3,0,1,True,False,False,False,False,False,False,False,False,False,False,True
313,by the end nothing really changed before moving on.,8,5.0,2,2,night,restless,clear,neutral,5,by the end nothing really changed before moving on,4,2,4,True,False,False,False,False,False,False,False,True,False,False,False
314,at first nothing really changed and i just observed it.,8,6.0,1,1,night,calm,vague,neutral,4,at first nothing really changed and i just observed it,4,0,0,False,False,False,False,True,False,True,False,False,False,False,False
315,I noticed I couldn't relax much but it didn't last long.,15,5.0,1,5,afternoon,mixed,conflicted,overwhelmed,4,i noticed i couldnt relax much but it didnt last long,2,1,3,False,True,False,False,False,False,False,False,False,False,True,False
316,During the session my mind became quiet but it didn't last long.,10,8.0,1,4,evening,overwhelmed,vague,calm,5,during the session my mind became quiet but it didnt last long,3,0,5,False,True,False,False,False,False,False,False,False,False,True,False
317,i noticed the session passed quietly but it didn't last long. ...,25,6.0,1,4,evening,neutral,clear,neutral,2,i noticed the session passed quietly but it didnt last long,3,2,2,False,False,False,False,True,False,False,True,False,False,False,False
318,During the session my mood shifted back and forth which surprised me.,25,7.0,3,2,afternoon,focused,conflicted,mixed,3,during the session my mood shifted back and forth which surprised me,2,1,1,False,False,False,True,False,False,False,False,True,False,False,False
319,for some reason things felt ordinary for a moment.,25,7.0,5,3,afternoon,overwhelmed,clear,neutral,2,for some reason things felt ordinary for a moment,2,2,5,False,True,False,False,False,False,False,False,False,False,False,True
320,after a few minutes things felt ordinary before moving on.,10,6.0,2,3,morning,calm,clear,neutral,1,after a few minutes things felt ordinary before moving on,1,2,0,False,False,False,True,False,False,False,False,True,False,False,False
321,At first the session passed quietly and I tried to notice it.,10,7.0,4,3,afternoon,mixed,conflicted,neutral,3,at first the session passed quietly and i tried to notice it,2,1,3,False,False,False,False,True,False,False,False,True,False,False,False
322,Strangely I organized my ideas better and I wasn't expecting that.,8,8.0,4,5,morning,focused,clear,focused,5,strangely i organized my ideas better and i wasnt expecting that,1,2,1,True,False,False,False,False,False,True,False,False,False,False,False
323,Strangely things felt more peaceful and I just observed it.,8,6.0,4,1,evening,focused,vague,calm,3,strangely things felt more peaceful and i just observed it,3,0,1,False,False,True,False,False,True,False,False,False,False,False,False
324,After a few minutes my mind became quiet before moving on.,15,7.0,3,5,night,calm,conflicted,calm,2,after a few minutes my mind became quiet before moving on,4,1,0,False,True,False,False,False,False,True,False,False,False,False,False
325,at first my thoughts became clearer and i wasn't expecting that.,12,5.0,4,2,morning,neutral,vague,focused,5,at first my thoughts became clearer and i wasnt expecting that,1,0,2,False,False,True,False,False,True,False,False,False,False,False,False
326,After a few minutes I didn't notice strong emotions but it didn't last long. ...,12,5.0,2,4,evening,mixed,clear,neutral,1,after a few minutes i didnt notice strong emotions but it didnt last long,3,2,3,False,False,True,False,False,False,False,True,False,False,False,False
327,at one point i couldn't relax much but it didn't last long. ...,25,8.0,4,2,morning,calm,vague,overwhelmed,1,at one point i couldnt relax much but it didnt last long,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False
328,During the session I couldn't relax much before moving on. ...,18,7.0,2,3,night,restless,vague,overwhelmed,4,during the session i couldnt relax much before moving on,4,0,4,False,True,False,False,False,True,False,False,False,False,False,False
329,by the end the pressure didn't really go away for a moment.,8,6.0,5,4,afternoon,neutral,vague,overwhelmed,5,by the end the pressure didnt really go away for a moment,2,0,2,False,False,False,False,True,False,False,False,False,False,False,True
330,Honestly I felt mentally drained so I sat with that feeling.,20,4.0,5,5,afternoon,calm,clear,overwhelmed,2,honestly i felt mentally drained so i sat with that feeling,2,2,0,True,False,False,False,False,False,False,False,False,False,True,False
331,strangely my thoughts became clearer and i tried to notice it.,25,5.0,5,3,evening,mixed,clear,focused,4,strangely my thoughts became clearer and i tried to notice it,3,2,3,False,False,False,True,False,True,False,False,False,False,False,False
332,At one point the session passed quietly and I wasn't expecting that. ...,20,8.0,5,5,night,calm,conflicted,neutral,5,at one point the session passed quietly and i wasnt expecting that,4,1,0,False,False,True,False,False,False,False,True,False,False,False,False
333,At first things felt ordinary and I just observed it.,15,6.0,4,4,night,calm,clear,neutral,5,at first things felt ordinary and i just observed it,4,2,0,False,True,False,False,False,False,False,False,False,False,True,False
